key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
pk003642,Enemies are limited here.,Hazards are limited here.,003642,pokemon_0688,3,hazard_count,enemy,,,,2.0,
pk003643,The map is overrun by enemies.,The map is overrun by hazards.,003643,pokemon_0689,3,hazard_count,enemy,,,,29.0,
pk003644,Enemies are fairly common here.,Hazards are fairly common here.,003644,pokemon_0690,3,hazard_count,enemy,,,,5.0,
pk003645,Enemies are sparse here.,Hazards are sparse here.,003645,pokemon_0691,3,hazard_count,enemy,,,,0.0,
pk003646,Few enemies are scattered here.,Few hazards are scattered here.,003646,pokemon_0692,3,hazard_count,enemy,,,,0.0,
pk003647,Enemies are sparse here.,Hazards are sparse here.,003647,pokemon_0693,3,hazard_count,enemy,,,,0.0,
pk003648,Enemies are marginal here.,Hazards are marginal here.,003648,pokemon_0694,3,hazard_count,enemy,,,,0.0,
pk003649,A little ENEMY activity appears here.,A little hazard activity appears here.,003649,pokemon_0700,3,hazard_count,enemy,,,,2.0,
pk003650,Enemies are marginal here.,Hazards are marginal here.,003650,pokemon_0701,3,hazard_count,enemy,,,,0.0,
pk003651,Few enemies appear on the map.,Few hazards appear on the map.,003651,pokemon_0702,3,hazard_count,enemy,,,,1.0,
pk003652,The map is crowded with ENEMY tiles.,The map is crowded with hazards.,003652,pokemon_0703,3,hazard_count,enemy,,,,30.0,
pk003653,The map is overrun by enemies.,The map is overrun by hazards.,003653,pokemon_0704,3,hazard_count,enemy,,,,19.0,
pk003654,Enemies are scattered across the map.,Hazards are scattered across the map.,003654,pokemon_0705,3,hazard_count,enemy,,,,5.0,
pk003655,Enemies are plentiful here.,Hazards are plentiful here.,003655,pokemon_0706,3,hazard_count,enemy,,,,15.0,
pk003656,Few enemies are present.,Hazards are sparse.,003656,pokemon_0707,3,hazard_count,enemy,,,,0.0,
pk003657,The map is packed with enemies.,The map is packed with hazards.,003657,pokemon_0708,3,hazard_count,enemy,,,,19.0,
pk003658,Few enemies are scattered here.,Few hazards are scattered here.,003658,pokemon_0710,3,hazard_count,enemy,,,,3.0,
pk003659,Few enemies appear on the map.,Few hazards appear on the map.,003659,pokemon_0711,3,hazard_count,enemy,,,,2.0,
pk003660,Few enemies are scattered here.,Few hazards are scattered here.,003660,pokemon_0712,3,hazard_count,enemy,,,,0.0,
pk003661,A few enemies are scattered around the map.,Hazards are slightly scattered across the map.,003661,pokemon_0713,3,hazard_count,enemy,,,,3.0,
pk003662,The map is overrun with enemies.,The map is overrun with hazards.,003662,pokemon_0714,3,hazard_count,enemy,,,,14.0,
pk003663,Enemies are limited across the map.,Hazards are limited across the map.,003663,pokemon_0715,3,hazard_count,enemy,,,,3.0,
pk003664,Enemies are rare here.,Hazards are rare here.,003664,pokemon_0716,3,hazard_count,enemy,,,,0.0,
pk003665,Enemies are plentiful here.,Hazards are plentiful here.,003665,pokemon_0717,3,hazard_count,enemy,,,,12.0,
pk003666,Enemies are abundant here.,Hazards are abundant here.,003666,pokemon_0718,3,hazard_count,enemy,,,,9.0,
pk003667,Some enemies are scattered across the map.,Some hazards are scattered across the map.,003667,pokemon_0719,3,hazard_count,enemy,,,,4.0,
pk003668,Enemies are rare here.,Hazards are rare here.,003668,pokemon_0720,3,hazard_count,enemy,,,,0.0,
pk003669,The map is crowded with enemies.,The map is crowded with hazards.,003669,pokemon_0721,3,hazard_count,enemy,,,,12.0,
pk003670,Enemies are rare across the map.,Hazards are rare across the map.,003670,pokemon_0722,3,hazard_count,enemy,,,,0.0,
pk003671,Enemies are scattered across the map.,Hazards are scattered across the map.,003671,pokemon_0724,3,hazard_count,enemy,,,,5.0,
pk003672,Enemies are abundant here.,Hazards are abundant here.,003672,pokemon_0725,3,hazard_count,enemy,,,,10.0,
pk003673,Few enemies appear on the map.,Hazards are sparse on the map.,003673,pokemon_0727,3,hazard_count,enemy,,,,0.0,
pk003674,Only a few enemies are present.,Hazards are sparse.,003674,pokemon_0728,3,hazard_count,enemy,,,,0.0,
pk003675,Enemies are marginal here.,Hazards are marginal here.,003675,pokemon_0729,3,hazard_count,enemy,,,,0.0,
pk003676,The map has a decent number of enemies.,The map has a decent amount of hazards.,003676,pokemon_0730,3,hazard_count,enemy,,,,7.0,
pk003677,The map is overrun by enemies.,The map is overrun by hazards.,003677,pokemon_0731,3,hazard_count,enemy,,,,30.0,
pk003678,Enemies are rare here.,Hazards are rare here.,003678,pokemon_0732,3,hazard_count,enemy,,,,0.0,
pk003679,Few enemies are scattered here.,Hazards are sparse here.,003679,pokemon_0733,3,hazard_count,enemy,,,,1.0,
pk003680,A few enemies are scattered around the map.,Hazards are few across the map.,003680,pokemon_0734,3,hazard_count,enemy,,,,4.0,
pk003681,Enemies are fairly abundant here.,Hazards are fairly abundant here.,003681,pokemon_0735,3,hazard_count,enemy,,,,8.0,
pk003682,The map is scattered with many enemies.,The map is scattered with many hazards.,003682,pokemon_0736,3,hazard_count,enemy,,,,5.0,
pk003683,The map is scattered with enemies.,The map has plenty of hazards.,003683,pokemon_0737,3,hazard_count,enemy,,,,7.0,
pk003684,The map has many enemies scattered around.,The map has many hazards scattered around.,003684,pokemon_0738,3,hazard_count,enemy,,,,6.0,
pk003685,Enemies are fairly scattered across the map.,Hazards are fairly scattered across the map.,003685,pokemon_0739,3,hazard_count,enemy,,,,6.0,
pk003686,The map has a slight enemy presence.,The map has a slight hazard presence.,003686,pokemon_0740,3,hazard_count,enemy,,,,2.0,
pk003687,Few enemies are scattered across the map.,Few hazards are scattered across the map.,003687,pokemon_0741,3,hazard_count,enemy,,,,4.0,
pk003688,The map is swarming with enemies.,The map is swarming with hazards.,003688,pokemon_0742,3,hazard_count,enemy,,,,12.0,
pk003689,Enemies are fairly common here.,Hazards are fairly common here.,003689,pokemon_0743,3,hazard_count,enemy,,,,8.0,
pk003690,Enemies are fairly common.,Hazards are fairly common.,003690,pokemon_0744,3,hazard_count,enemy,,,,8.0,
pk003691,Few enemies appear on the map.,Few hazards appear on the map.,003691,pokemon_0745,3,hazard_count,enemy,,,,2.0,
pk003692,Enemies are limited across the map.,Hazards are limited across the map.,003692,pokemon_0746,3,hazard_count,enemy,,,,4.0,
pk003693,Enemies are sparse here.,Hazards are sparse here.,003693,pokemon_0747,3,hazard_count,enemy,,,,1.0,
pk003694,Enemies are rare.,Hazards are rare.,003694,pokemon_0748,3,hazard_count,enemy,,,,1.0,
pk003695,The map is filled with enemies.,The map is filled with hazards.,003695,pokemon_0749,3,hazard_count,enemy,,,,21.0,
pk003696,Enemies are limited here.,Hazards are limited here.,003696,pokemon_0750,3,hazard_count,enemy,,,,4.0,
pk003697,The map has a slight enemy presence.,The map has a slight hazard presence.,003697,pokemon_0751,3,hazard_count,enemy,,,,3.0,
pk003698,The map is scattered with enemies.,The map is scattered with hazards.,003698,pokemon_0752,3,hazard_count,enemy,,,,7.0,
pk003699,The map is overrun with enemies.,The map is overrun with hazards.,003699,pokemon_0753,3,hazard_count,enemy,,,,11.0,
pk003700,A few enemies are scattered across the map.,Hazards are few across the map.,003700,pokemon_0754,3,hazard_count,enemy,,,,4.0,
pk003701,A few enemies are scattered around.,Hazards are sparse on the map.,003701,pokemon_0755,3,hazard_count,enemy,,,,1.0,
pk003702,The map has a decent number of enemies.,The map has a decent number of hazards.,003702,pokemon_0757,3,hazard_count,enemy,,,,5.0,
pk003703,The map has a slight enemy presence.,The map has a slight hazard presence.,003703,pokemon_0758,3,hazard_count,enemy,,,,2.0,
pk003704,Enemies are sparse on this map.,Hazards are sparse on this map.,003704,pokemon_0759,3,hazard_count,enemy,,,,3.0,
pk003705,A few enemies are scattered around the map.,Hazards are sparse across the map.,003705,pokemon_0760,3,hazard_count,enemy,,,,3.0,
pk003706,Enemies are everywhere.,Hazards are everywhere.,003706,pokemon_0761,3,hazard_count,enemy,,,,9.0,
pk003707,The map is crowded with ENEMies.,The map is crowded with hazards.,003707,pokemon_0762,3,hazard_count,enemy,,,,10.0,
pk003708,The map has a decent number of enemies.,The map has a decent amount of hazards.,003708,pokemon_0764,3,hazard_count,enemy,,,,6.0,
pk003709,Enemies are sparse here.,Hazards are sparse here.,003709,pokemon_0766,3,hazard_count,enemy,,,,0.0,
pk003710,The map is fairly crowded with ENEMY tiles.,The map is fairly crowded with hazards.,003710,pokemon_0768,3,hazard_count,enemy,,,,6.0,
pk003711,The map is overrun by enemies.,The map is overrun by hazards.,003711,pokemon_0769,3,hazard_count,enemy,,,,10.0,
pk003712,Enemies are rare.,Hazards are rare.,003712,pokemon_0770,3,hazard_count,enemy,,,,1.0,
pk003713,The map is scattered with enemies.,The map is scattered with hazards.,003713,pokemon_0771,3,hazard_count,enemy,,,,7.0,
pk003714,A few enemies are scattered around.,Hazards are sparse across the map.,003714,pokemon_0772,3,hazard_count,enemy,,,,2.0,
pk003715,The map is scattered with enemies.,The map is scattered with hazards.,003715,pokemon_0773,3,hazard_count,enemy,,,,6.0,
pk003716,Enemies are marginal here.,Hazards are marginal here.,003716,pokemon_0774,3,hazard_count,enemy,,,,0.0,
pk003717,Enemies are marginal here.,Hazards are marginal here.,003717,pokemon_0775,3,hazard_count,enemy,,,,0.0,
pk003718,Some enemies are scattered here.,Some hazards are scattered here.,003718,pokemon_0776,3,hazard_count,enemy,,,,2.0,
pk003719,Enemies are abundant across the map.,Hazards are abundant across the map.,003719,pokemon_0777,3,hazard_count,enemy,,,,10.0,
pk003720,Enemies are marginally scattered.,Hazards are marginally scattered.,003720,pokemon_0778,3,hazard_count,enemy,,,,0.0,
pk003721,Enemies are marginal here.,Hazards are marginal here.,003721,pokemon_0781,3,hazard_count,enemy,,,,0.0,
pk003722,Few enemies are present.,Hazards are scarce.,003722,pokemon_0782,3,hazard_count,enemy,,,,0.0,
pk003723,Enemies are fairly scattered across the map.,Hazards are fairly scattered across the map.,003723,pokemon_0783,3,hazard_count,enemy,,,,5.0,
pk003724,Only a few enemies are present.,Hazards are sparse here.,003724,pokemon_0784,3,hazard_count,enemy,,,,1.0,
pk003725,The map is crowded with enemies.,The map is crowded with hazards.,003725,pokemon_0785,3,hazard_count,enemy,,,,5.0,
pk003726,Only a few enemies are present.,Hazards are marginal.,003726,pokemon_0786,3,hazard_count,enemy,,,,0.0,
pk003727,Enemies are rare here.,Hazards are rare here.,003727,pokemon_0787,3,hazard_count,enemy,,,,0.0,
pk003728,Enemies are fairly common throughout the map.,Hazards are fairly common throughout the map.,003728,pokemon_0788,3,hazard_count,enemy,,,,6.0,
pk003729,Enemies are rare here.,Hazards are rare here.,003729,pokemon_0790,3,hazard_count,enemy,,,,0.0,
pk003730,Enemies are marginal.,Hazards are marginal.,003730,pokemon_0791,3,hazard_count,enemy,,,,0.0,
pk003731,The map has a few enemies.,The map has few hazards.,003731,pokemon_0792,3,hazard_count,enemy,,,,4.0,
pk003732,The map is overrun by enemies.,The map is overrun by hazards.,003732,pokemon_0793,3,hazard_count,enemy,,,,15.0,
pk003733,The map has several enemies.,The map has several hazards.,003733,pokemon_0795,3,hazard_count,enemy,,,,5.0,
pk003734,Enemies are moderately scattered around the map.,Hazards are moderately scattered across the map.,003734,pokemon_0796,3,hazard_count,enemy,,,,5.0,
pk003735,The map is packed with enemies.,The map is packed with hazards.,003735,pokemon_0797,3,hazard_count,enemy,,,,10.0,
pk003736,The map has a slight enemy presence.,The map has a slight hazard presence.,003736,pokemon_0799,3,hazard_count,enemy,,,,3.0,
pk003737,The map has marginal ENEMY presence.,Hazards are marginal on the map.,003737,pokemon_0800,3,hazard_count,enemy,,,,1.0,
pk003738,Enemies are rare on this map.,Hazards are rare on this map.,003738,pokemon_0801,3,hazard_count,enemy,,,,0.0,
pk003739,Enemies are slight across the map.,Hazards are slight across the map.,003739,pokemon_0802,3,hazard_count,enemy,,,,3.0,
pk003740,Few enemies are scattered here.,Few hazards are scattered here.,003740,pokemon_0803,3,hazard_count,enemy,,,,1.0,
pk003741,The map has a decent number of enemies.,The map has a decent amount of hazard.,003741,pokemon_0804,3,hazard_count,enemy,,,,7.0,
pk003742,Enemies are fairly common here.,Hazards are fairly common here.,003742,pokemon_0805,3,hazard_count,enemy,,,,6.0,
pk003743,Enemies are reasonably scattered across the map.,Hazards are reasonably scattered across the map.,003743,pokemon_0806,3,hazard_count,enemy,,,,7.0,
pk003744,Enemies are scattered across the map.,Hazards are scattered across the map.,003744,pokemon_0807,3,hazard_count,enemy,,,,5.0,
pk003745,Enemies are rare here.,Hazards are rare here.,003745,pokemon_0808,3,hazard_count,enemy,,,,1.0,
pk003746,The map has a few enemies scattered around.,The map has a few hazards scattered around.,003746,pokemon_0809,3,hazard_count,enemy,,,,2.0,
pk003747,Enemies are fairly common here.,Hazards are fairly common here.,003747,pokemon_0810,3,hazard_count,enemy,,,,5.0,
pk003748,Some enemies are scattered across the map.,Some hazards are scattered across the map.,003748,pokemon_0811,3,hazard_count,enemy,,,,4.0,
pk003749,Enemies are scattered throughout the map.,Hazards are scattered throughout the map.,003749,pokemon_0812,3,hazard_count,enemy,,,,5.0,
pk003750,A few enemies are scattered across the map.,A few hazards are scattered across the map.,003750,pokemon_0813,3,hazard_count,enemy,,,,2.0,
pk003751,Enemies are slight in number here.,Hazards are slight across this map.,003751,pokemon_0814,3,hazard_count,enemy,,,,3.0,
pk003752,The map has moderate enemies.,The map has moderate hazards.,003752,pokemon_0815,3,hazard_count,enemy,,,,8.0,
pk003753,Enemies are rare here.,Hazards are rare here.,003753,pokemon_0816,3,hazard_count,enemy,,,,0.0,
pk003754,The map has little ENEMY presence.,The map has little hazard presence.,003754,pokemon_0817,3,hazard_count,enemy,,,,4.0,
pk003755,The map has a decent number of enemies.,The map has a decent amount of hazard.,003755,pokemon_0818,3,hazard_count,enemy,,,,8.0,
pk003756,Enemies are fairly abundant across the map.,Hazards are fairly abundant across the map.,003756,pokemon_0819,3,hazard_count,enemy,,,,8.0,
pk003757,The map is scattered with enemies.,The map is scattered with hazards.,003757,pokemon_0820,3,hazard_count,enemy,,,,6.0,
pk003758,The map has a slight enemy presence.,The map has a slight hazard presence.,003758,pokemon_0821,3,hazard_count,enemy,,,,4.0,
pk003759,Few enemies are scattered across the map.,Hazards are few across the map.,003759,pokemon_0822,3,hazard_count,enemy,,,,4.0,
pk003760,Few enemies are scattered here.,Few hazards are scattered here.,003760,pokemon_0824,3,hazard_count,enemy,,,,0.0,
pk003761,The map has slight enemy presence.,The map has slight hazard presence.,003761,pokemon_0825,3,hazard_count,enemy,,,,4.0,
pk003762,Enemies are marginal here.,Hazards are marginal here.,003762,pokemon_0826,3,hazard_count,enemy,,,,1.0,
pk003763,The map is packed with enemies.,The map is packed with hazards.,003763,pokemon_0827,3,hazard_count,enemy,,,,10.0,
pk003764,The map is crowded with enemies.,The map is crowded with hazards.,003764,pokemon_0828,3,hazard_count,enemy,,,,11.0,
pk003765,Few enemies are scattered across the map.,Few hazards are scattered across the map.,003765,pokemon_0829,3,hazard_count,enemy,,,,1.0,
pk003766,The map has only a few enemies.,The map has only a few hazards.,003766,pokemon_0830,3,hazard_count,enemy,,,,0.0,
pk003767,The map is scattered with enemies.,The map has a decent amount of hazards.,003767,pokemon_0832,3,hazard_count,enemy,,,,7.0,
pk003768,Few enemies are scattered here.,Few hazards are scattered here.,003768,pokemon_0833,3,hazard_count,enemy,,,,1.0,
pk003769,Enemies are rare on this map.,Hazards are rare on this map.,003769,pokemon_0834,3,hazard_count,enemy,,,,0.0,
pk003770,Enemies are scattered throughout the map.,Hazards are scattered throughout the map.,003770,pokemon_0835,3,hazard_count,enemy,,,,8.0,
pk003771,The map is filled with enemies.,The map is filled with hazards.,003771,pokemon_0836,3,hazard_count,enemy,,,,8.0,
pk003772,A few enemies are scattered across the map.,A few hazards are scattered across the map.,003772,pokemon_0837,3,hazard_count,enemy,,,,3.0,
pk003773,Only a few enemies are present.,Hazards are sparse.,003773,pokemon_0838,3,hazard_count,enemy,,,,0.0,
pk003774,Few enemies are present.,Hazards are sparse.,003774,pokemon_0839,3,hazard_count,enemy,,,,1.0,
pk003775,A few enemies appear here.,Hazards are sparse here.,003775,pokemon_0840,3,hazard_count,enemy,,,,1.0,
pk003776,Few enemies are present.,Hazards are sparse.,003776,pokemon_0841,3,hazard_count,enemy,,,,4.0,
pk003777,The map is packed with enemies.,The map is packed with hazards.,003777,pokemon_0843,3,hazard_count,enemy,,,,13.0,
pk003778,The map has a reasonable number of enemies.,The map has a reasonable amount of hazards.,003778,pokemon_0844,3,hazard_count,enemy,,,,7.0,
pk003779,The map is swarming with enemies.,The map is swarming with hazards.,003779,pokemon_0845,3,hazard_count,enemy,,,,12.0,
pk003780,Few enemies are on the map.,Few hazards are on the map.,003780,pokemon_0846,3,hazard_count,enemy,,,,1.0,
pk003781,Enemies are scarce here.,Hazards are scarce here.,003781,pokemon_0847,3,hazard_count,enemy,,,,1.0,
pk003782,The map has marginal enemy presence.,Hazards are marginal across the map.,003782,pokemon_0849,3,hazard_count,enemy,,,,0.0,
pk003783,Few enemies appear on the map.,Hazards are sparse on the map.,003783,pokemon_0850,3,hazard_count,enemy,,,,0.0,
pk003784,The map is packed with enemies.,The map is packed with hazards.,003784,pokemon_0851,3,hazard_count,enemy,,,,9.0,
pk003785,Enemies are rare here.,Hazards are rare here.,003785,pokemon_0852,3,hazard_count,enemy,,,,0.0,
pk003786,The map is packed with enemies.,The map is packed with hazards.,003786,pokemon_0853,3,hazard_count,enemy,,,,10.0,
pk003787,Enemies are fairly abundant across the map.,Hazards are fairly abundant across the map.,003787,pokemon_0854,3,hazard_count,enemy,,,,7.0,
pk003788,Enemies are rare here.,Hazards are rare here.,003788,pokemon_0855,3,hazard_count,enemy,,,,0.0,
pk003789,Few enemies are present.,Hazards are sparse.,003789,pokemon_0856,3,hazard_count,enemy,,,,0.0,
pk003790,Enemies are rare here.,Hazards are rare here.,003790,pokemon_0857,3,hazard_count,enemy,,,,0.0,
pk003791,Few enemies are present.,Hazards are sparse.,003791,pokemon_0859,3,hazard_count,enemy,,,,1.0,
pk003792,Enemies are scattered sparsely.,Hazards are limited.,003792,pokemon_0860,3,hazard_count,enemy,,,,2.0,
pk003793,Enemies are fairly plentiful here.,Hazards are fairly plentiful here.,003793,pokemon_0861,3,hazard_count,enemy,,,,6.0,
pk003794,A few enemies appear on the map.,Hazards are marginal on the map.,003794,pokemon_0862,3,hazard_count,enemy,,,,1.0,
pk003795,The map has a few enemies scattered around.,The map has a few hazards scattered around.,003795,pokemon_0863,3,hazard_count,enemy,,,,2.0,
pk003796,Enemies are sparse.,Hazards are sparse.,003796,pokemon_0864,3,hazard_count,enemy,,,,0.0,
pk003797,Some enemies are scattered across the map.,Some hazards are scattered across the map.,003797,pokemon_0865,3,hazard_count,enemy,,,,3.0,
pk003798,The map is overrun by enemies.,The map is overrun by hazards.,003798,pokemon_0867,3,hazard_count,enemy,,,,15.0,
pk003799,The map has a decent number of enemies.,The map has a decent number of hazards.,003799,pokemon_0868,3,hazard_count,enemy,,,,6.0,
pk003800,The map has a few enemies.,The map has a few hazards.,003800,pokemon_0869,3,hazard_count,enemy,,,,4.0,
pk003801,ENEMY tiles are rare here.,hazards are rare here.,003801,pokemon_0871,3,hazard_count,enemy,,,,0.0,
pk003802,Enemies are plentiful across the map.,Hazards are plentiful across the map.,003802,pokemon_0872,3,hazard_count,enemy,,,,15.0,
pk003803,Enemies are fairly numerous.,Hazards are fairly numerous.,003803,pokemon_0873,3,hazard_count,enemy,,,,7.0,
pk003804,Some ENEMY tiles are scattered around the map.,Some hazards are scattered around the map.,003804,pokemon_0000_rot90,3,hazard_count,enemy,,,,3.0,
pk003805,Enemies are sparse here.,Hazards are sparse here.,003805,pokemon_0001_rot90,3,hazard_count,enemy,,,,1.0,
pk003806,Enemies are rare here.,Hazards are rare here.,003806,pokemon_0002_rot90,3,hazard_count,enemy,,,,1.0,
pk003807,The map is packed with enemies.,The map is packed with hazards.,003807,pokemon_0003_rot90,3,hazard_count,enemy,,,,10.0,
pk003808,Enemies are plentiful across the map.,Hazards are plentiful across the map.,003808,pokemon_0004_rot90,3,hazard_count,enemy,,,,15.0,
pk003809,Enemies are moderately scattered across the map.,Hazards are moderately scattered across the map.,003809,pokemon_0006_rot90,3,hazard_count,enemy,,,,7.0,
pk003810,The map has a decent number of enemies.,The map has a decent number of hazards.,003810,pokemon_0007_rot90,3,hazard_count,enemy,,,,8.0,
pk003811,The map is scattered with enemies.,The map is scattered with hazards.,003811,pokemon_0008_rot90,3,hazard_count,enemy,,,,8.0,
pk003812,The map is overrun with enemies.,The map is overrun with hazards.,003812,pokemon_0009_rot90,3,hazard_count,enemy,,,,16.0,
pk003813,Enemies are scattered throughout the map.,Hazards are scattered throughout the map.,003813,pokemon_0010_rot90,3,hazard_count,enemy,,,,6.0,
pk003814,Enemies are sparse.,Hazards are sparse.,003814,pokemon_0011_rot90,3,hazard_count,enemy,,,,0.0,
pk003815,Enemies are rare here.,Hazards are rare here.,003815,pokemon_0012_rot90,3,hazard_count,enemy,,,,1.0,
pk003816,The map is overrun by enemies.,The map is overrun by hazards.,003816,pokemon_0013_rot90,3,hazard_count,enemy,,,,12.0,
pk003817,The map has few enemies scattered about.,The map has few hazards scattered about.,003817,pokemon_0014_rot90,3,hazard_count,enemy,,,,2.0,
pk003818,Enemies are scattered throughout the map.,Hazards are scattered throughout the map.,003818,pokemon_0016_rot90,3,hazard_count,enemy,,,,7.0,
pk003819,The map is crowded with enemies.,The map is crowded with hazards.,003819,pokemon_0017_rot90,3,hazard_count,enemy,,,,6.0,
pk003820,Enemies are rare here.,Hazards are rare here.,003820,pokemon_0018_rot90,3,hazard_count,enemy,,,,0.0,
pk003821,The map has moderate enemies.,The map has moderate hazards.,003821,pokemon_0019_rot90,3,hazard_count,enemy,,,,7.0,
pk003822,The map is scattered with enemies.,The map is scattered with hazards.,003822,pokemon_0020_rot90,3,hazard_count,enemy,,,,5.0,
pk003823,The map has a decent number of enemies.,The map has a decent number of hazards.,003823,pokemon_0021_rot90,3,hazard_count,enemy,,,,5.0,
pk003824,The map has a moderate number of enemies.,The map has a moderate number of hazards.,003824,pokemon_0022_rot90,3,hazard_count,enemy,,,,7.0,
pk003825,Enemies are rare here.,Hazards are rare here.,003825,pokemon_0024_rot90,3,hazard_count,enemy,,,,0.0,
pk003826,Some enemies are scattered across the map.,Some hazards are scattered across the map.,003826,pokemon_0025_rot90,3,hazard_count,enemy,,,,4.0,
pk003827,Enemies are marginal.,Hazards are marginal.,003827,pokemon_0026_rot90,3,hazard_count,enemy,,,,0.0,
pk003828,Enemies are rare here.,Hazards are rare here.,003828,pokemon_0027_rot90,3,hazard_count,enemy,,,,1.0,
pk003829,Only a few enemies appear here.,Hazards are sparse here.,003829,pokemon_0028_rot90,3,hazard_count,enemy,,,,1.0,
pk003830,Enemies are abundant across the map.,Hazards are abundant across the map.,003830,pokemon_0029_rot90,3,hazard_count,enemy,,,,19.0,
pk003831,Enemies are limited across the map.,Hazards are limited across the map.,003831,pokemon_0030_rot90,3,hazard_count,enemy,,,,3.0,
pk003832,Few enemies are present.,Hazards are scarce.,003832,pokemon_0031_rot90,3,hazard_count,enemy,,,,0.0,
pk003833,Enemies are rare here.,Hazards are rare here.,003833,pokemon_0032_rot90,3,hazard_count,enemy,,,,1.0,
pk003834,The map is crowded with enemies.,The map is crowded with hazards.,003834,pokemon_0033_rot90,3,hazard_count,enemy,,,,14.0,
pk003835,The map is packed with enemies.,The map is packed with hazards.,003835,pokemon_0034_rot90,3,hazard_count,enemy,,,,9.0,
pk003836,Enemies are slightly scattered here.,Hazards are slightly scattered here.,003836,pokemon_0035_rot90,3,hazard_count,enemy,,,,3.0,
pk003837,The map has a few enemies.,The map has a few hazards.,003837,pokemon_0036_rot90,3,hazard_count,enemy,,,,3.0,
pk003838,The map has many enemies.,The map has many hazards.,003838,pokemon_0037_rot90,3,hazard_count,enemy,,,,6.0,
pk003839,Enemies are rare here.,Hazards are rare here.,003839,pokemon_0038_rot90,3,hazard_count,enemy,,,,1.0,
pk003840,Enemies are plentiful throughout the map.,Hazards are plentiful throughout the map.,003840,pokemon_0039_rot90,3,hazard_count,enemy,,,,9.0,
pk003841,Enemies are marginal on the map.,Hazards are marginal across the map.,003841,pokemon_0040_rot90,3,hazard_count,enemy,,,,1.0,
pk003842,The map has a limited number of enemies.,The map has a limited number of hazards.,003842,pokemon_0041_rot90,3,hazard_count,enemy,,,,4.0,
pk003843,Enemies are rare on this map.,Hazards are rare on this map.,003843,pokemon_0042_rot90,3,hazard_count,enemy,,,,0.0,
pk003844,Few enemies are scattered around the map.,Hazards are sparse across the map.,003844,pokemon_0043_rot90,3,hazard_count,enemy,,,,0.0,
pk003845,The map has limited enemies.,The map has limited hazards.,003845,pokemon_0044_rot90,3,hazard_count,enemy,,,,4.0,
pk003846,The map is moderately populated with enemies.,The map is moderately filled with hazards.,003846,pokemon_0045_rot90,3,hazard_count,enemy,,,,6.0,
pk003847,The map has slightly few enemies.,The map has a slight hazard presence.,003847,pokemon_0046_rot90,3,hazard_count,enemy,,,,2.0,
pk003848,The map has marginal ENEMY presence.,The map has marginal hazard presence.,003848,pokemon_0047_rot90,3,hazard_count,enemy,,,,1.0,
pk003849,Enemies are scattered across the map.,Hazards are scattered across the map.,003849,pokemon_0048_rot90,3,hazard_count,enemy,,,,5.0,
pk003850,Enemies are scattered throughout the map.,Hazards are scattered throughout the map.,003850,pokemon_0049_rot90,3,hazard_count,enemy,,,,8.0,
pk003851,Enemies are rare here.,Hazards are rare here.,003851,pokemon_0050_rot90,3,hazard_count,enemy,,,,0.0,
pk003852,Enemies are rare here.,Hazards are rare here.,003852,pokemon_0051_rot90,3,hazard_count,enemy,,,,0.0,
pk003853,Enemies are slightly scattered across the map.,Hazards are slightly scattered across the map.,003853,pokemon_0052_rot90,3,hazard_count,enemy,,,,4.0,
pk003854,Enemies are sparse here.,Hazards are sparse here.,003854,pokemon_0053_rot90,3,hazard_count,enemy,,,,0.0,
pk003855,Enemies are rare here.,Hazards are rare here.,003855,pokemon_0054_rot90,3,hazard_count,enemy,,,,0.0,
pk003856,Enemies are marginal on this map.,Hazards are marginal on this map.,003856,pokemon_0055_rot90,3,hazard_count,enemy,,,,0.0,
pk003857,Only a few enemies appear here.,Hazards are few and sparse here.,003857,pokemon_0056_rot90,3,hazard_count,enemy,,,,1.0,
pk003858,Enemies are abundant across the map.,Hazards are abundant across the map.,003858,pokemon_0057_rot90,3,hazard_count,enemy,,,,10.0,
pk003859,Few enemies appear on the map.,Few hazards appear on the map.,003859,pokemon_0058_rot90,3,hazard_count,enemy,,,,0.0,
pk003860,Enemies are scattered across the map.,Hazards are scattered across the map.,003860,pokemon_0060_rot90,3,hazard_count,enemy,,,,6.0,
pk003861,Enemies are sparse here.,Hazards are marginal here.,003861,pokemon_0061_rot90,3,hazard_count,enemy,,,,1.0,
pk003862,Enemies are rare here.,Hazards are rare here.,003862,pokemon_0062_rot90,3,hazard_count,enemy,,,,0.0,
pk003863,Few enemies are scattered across the map.,A few hazards are scattered across the map.,003863,pokemon_0063_rot90,3,hazard_count,enemy,,,,3.0,
pk003864,A few enemies are scattered around the map.,A few hazards are scattered around the map.,003864,pokemon_0064_rot90,3,hazard_count,enemy,,,,2.0,
pk003865,The map is packed with enemies.,The map is packed with hazards.,003865,pokemon_0065_rot90,3,hazard_count,enemy,,,,12.0,
pk003866,Enemies are scattered throughout the map.,Hazards are scattered throughout the map.,003866,pokemon_0066_rot90,3,hazard_count,enemy,,,,8.0,
pk003867,A few enemies are scattered here.,A few hazards are scattered here.,003867,pokemon_0067_rot90,3,hazard_count,enemy,,,,2.0,
